09:13:18.738 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.huishuo.hdata.service.JobManagerServiceTest], using SpringBootContextLoader
09:13:21.731 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.4.Final}
09:13:22.020 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
09:13:22.316 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
09:13:22.771 [main] INFO  c.h.h.service.JobManagerServiceTest - Started JobManagerServiceTest in 3.453 seconds (JVM running for 5.089)
09:13:22.933 [Thread-2] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
09:13:22.936 [Thread-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
09:13:22.945 [Thread-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
09:15:43.048 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.huishuo.hdata.service.JobManagerServiceTest], using SpringBootContextLoader
09:15:43.055 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.huishuo.hdata.service.JobManagerServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
09:15:43.055 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.huishuo.hdata.service.JobManagerServiceTest]: JobManagerServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
09:15:43.208 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.huishuo.hdata.Application for test class com.huishuo.hdata.service.JobManagerServiceTest
09:15:43.345 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener]
09:15:43.365 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7862f56, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@3a12c404, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@1941a8ff, org.springframework.test.context.support.DirtiesContextTestExecutionListener@22d7b4f8, org.springframework.test.context.transaction.TransactionalTestExecutionListener@149dd36b, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@38831718, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@2c1156a7, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@33fe57a9, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@4982cc36, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@691939c9, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@4f1bfe23]
09:15:43.728 [main] INFO  c.h.h.service.JobManagerServiceTest - Starting JobManagerServiceTest on lixiaobai with PID 13176 (started by haoyue in C:\Users\haoyu\Documents\Project\hdata\jobmanager)
09:15:43.729 [main] INFO  c.h.h.service.JobManagerServiceTest - No active profile set, falling back to default profiles: default
09:15:44.269 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
09:15:44.302 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 24ms. Found 0 repository interfaces.
09:15:44.925 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
09:15:45.080 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
09:15:45.192 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
09:15:45.289 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.3.10.Final}
09:15:45.293 [main] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
09:15:45.512 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.4.Final}
09:15:45.826 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
09:15:46.095 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
09:15:46.508 [main] INFO  c.h.h.service.JobManagerServiceTest - Started JobManagerServiceTest in 3.097 seconds (JVM running for 4.852)
09:15:46.680 [Thread-2] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
09:15:46.683 [Thread-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
09:15:46.689 [Thread-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
09:16:56.235 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.huishuo.hdata.service.JobManagerServiceTest], using SpringBootContextLoader
09:16:56.247 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.huishuo.hdata.service.JobManagerServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
09:16:56.248 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.huishuo.hdata.service.JobManagerServiceTest]: JobManagerServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
09:16:56.534 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.huishuo.hdata.Application for test class com.huishuo.hdata.service.JobManagerServiceTest
09:16:56.751 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener]
09:16:56.789 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7862f56, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@3a12c404, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@1941a8ff, org.springframework.test.context.support.DirtiesContextTestExecutionListener@22d7b4f8, org.springframework.test.context.transaction.TransactionalTestExecutionListener@149dd36b, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@38831718, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@2c1156a7, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@33fe57a9, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@4982cc36, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@691939c9, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@4f1bfe23]
09:16:57.230 [main] INFO  c.h.h.service.JobManagerServiceTest - Starting JobManagerServiceTest on lixiaobai with PID 15624 (started by haoyue in C:\Users\haoyu\Documents\Project\hdata\jobmanager)
09:16:57.231 [main] INFO  c.h.h.service.JobManagerServiceTest - No active profile set, falling back to default profiles: default
09:16:57.785 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
09:16:57.819 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 23ms. Found 0 repository interfaces.
09:16:58.400 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
09:16:58.557 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
09:16:58.658 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
09:16:58.758 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.3.10.Final}
09:16:58.760 [main] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
09:16:58.977 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.4.Final}
09:16:59.285 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
09:16:59.568 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
09:16:59.966 [main] INFO  c.h.h.service.JobManagerServiceTest - Started JobManagerServiceTest in 3.109 seconds (JVM running for 4.609)
09:17:00.124 [Thread-2] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
09:17:00.127 [Thread-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
09:17:00.133 [Thread-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
09:18:40.614 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.huishuo.hdata.service.JobManagerServiceTest], using SpringBootContextLoader
09:18:40.624 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.huishuo.hdata.service.JobManagerServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
09:18:40.626 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.huishuo.hdata.service.JobManagerServiceTest]: JobManagerServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
09:18:40.885 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.huishuo.hdata.Application for test class com.huishuo.hdata.service.JobManagerServiceTest
09:18:41.066 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener]
09:18:41.089 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7862f56, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@3a12c404, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@1941a8ff, org.springframework.test.context.support.DirtiesContextTestExecutionListener@22d7b4f8, org.springframework.test.context.transaction.TransactionalTestExecutionListener@149dd36b, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@38831718, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@2c1156a7, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@33fe57a9, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@4982cc36, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@691939c9, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@4f1bfe23]
09:18:41.476 [main] INFO  c.h.h.service.JobManagerServiceTest - Starting JobManagerServiceTest on lixiaobai with PID 1460 (started by haoyue in C:\Users\haoyu\Documents\Project\hdata\jobmanager)
09:18:41.477 [main] INFO  c.h.h.service.JobManagerServiceTest - No active profile set, falling back to default profiles: default
09:18:41.982 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
09:18:42.013 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 20ms. Found 0 repository interfaces.
09:18:42.594 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
09:18:42.755 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
09:18:42.867 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
09:18:42.955 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.3.10.Final}
09:18:42.958 [main] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
09:18:43.163 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.4.Final}
09:18:43.443 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
09:18:43.711 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
09:18:44.123 [main] INFO  c.h.h.service.JobManagerServiceTest - Started JobManagerServiceTest in 2.978 seconds (JVM running for 4.359)
09:18:44.281 [Thread-2] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
09:18:44.283 [Thread-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
09:18:44.291 [Thread-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
09:19:36.706 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.huishuo.hdata.service.JobManagerServiceTest], using SpringBootContextLoader
09:19:36.714 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.huishuo.hdata.service.JobManagerServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
09:19:36.716 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.huishuo.hdata.service.JobManagerServiceTest]: JobManagerServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
09:19:36.986 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.huishuo.hdata.Application for test class com.huishuo.hdata.service.JobManagerServiceTest
09:19:37.151 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener]
09:19:37.179 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7862f56, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@3a12c404, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@1941a8ff, org.springframework.test.context.support.DirtiesContextTestExecutionListener@22d7b4f8, org.springframework.test.context.transaction.TransactionalTestExecutionListener@149dd36b, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@38831718, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@2c1156a7, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@33fe57a9, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@4982cc36, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@691939c9, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@4f1bfe23]
09:19:37.647 [main] INFO  c.h.h.service.JobManagerServiceTest - Starting JobManagerServiceTest on lixiaobai with PID 16736 (started by haoyue in C:\Users\haoyu\Documents\Project\hdata\jobmanager)
09:19:37.648 [main] INFO  c.h.h.service.JobManagerServiceTest - No active profile set, falling back to default profiles: default
09:19:38.139 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
09:19:38.168 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 20ms. Found 0 repository interfaces.
09:19:38.733 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
09:19:38.886 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
09:19:38.991 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
09:19:39.082 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.3.10.Final}
09:19:39.086 [main] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
09:19:39.306 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.4.Final}
09:19:39.605 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
09:19:39.875 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
09:19:40.266 [main] INFO  c.h.h.service.JobManagerServiceTest - Started JobManagerServiceTest in 3.026 seconds (JVM running for 4.414)
09:20:16.603 [Thread-2] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
09:20:16.605 [Thread-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
09:20:16.614 [Thread-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
09:25:06.718 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.huishuo.hdata.service.JobManagerServiceTest], using SpringBootContextLoader
09:25:06.731 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.huishuo.hdata.service.JobManagerServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
09:25:06.732 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.huishuo.hdata.service.JobManagerServiceTest]: JobManagerServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
09:25:06.930 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.huishuo.hdata.Application for test class com.huishuo.hdata.service.JobManagerServiceTest
09:25:07.071 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener]
09:25:07.091 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@3a12c404, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@1941a8ff, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@22d7b4f8, org.springframework.test.context.support.DirtiesContextTestExecutionListener@149dd36b, org.springframework.test.context.transaction.TransactionalTestExecutionListener@38831718, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2c1156a7, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@33fe57a9, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@4982cc36, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@691939c9, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@4f1bfe23, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@e19bb76]
09:25:07.482 [main] INFO  c.h.h.service.JobManagerServiceTest - Starting JobManagerServiceTest on lixiaobai with PID 16640 (started by haoyue in C:\Users\haoyu\Documents\Project\hdata\jobmanager)
09:25:07.483 [main] INFO  c.h.h.service.JobManagerServiceTest - No active profile set, falling back to default profiles: default
09:25:08.045 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
09:25:08.080 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 22ms. Found 0 repository interfaces.
09:25:08.695 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
09:25:08.867 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
09:25:08.995 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
