10:49:03.452 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.huishuo.hdata.xml.XMLUtilTest], using SpringBootContextLoader
10:49:06.987 [Thread-2] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
10:49:06.990 [Thread-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
10:49:06.998 [Thread-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
10:50:18.638 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.huishuo.hdata.xml.XMLUtilTest], using SpringBootContextLoader
10:50:18.646 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.huishuo.hdata.xml.XMLUtilTest]: no resource found for suffixes {-context.xml, Context.groovy}.
10:50:18.647 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.huishuo.hdata.xml.XMLUtilTest]: XMLUtilTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
10:50:18.850 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.huishuo.hdata.Application for test class com.huishuo.hdata.xml.XMLUtilTest
10:50:19.046 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener]
10:50:19.070 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@24313fcc, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7d20d0b, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@77f1baf5, org.springframework.test.context.support.DirtiesContextTestExecutionListener@41a2befb, org.springframework.test.context.transaction.TransactionalTestExecutionListener@6c40365c, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@7bedc48a, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@131ef10, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@55b0dcab, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@38afe297, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@2df3b89c, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@23348b5d]
10:50:19.502 [main] INFO  com.huishuo.hdata.xml.XMLUtilTest - Starting XMLUtilTest on lixiaobai with PID 22864 (started by haoyue in C:\Users\haoyu\Documents\Project\hdata\jobmanager)
10:50:19.502 [main] INFO  com.huishuo.hdata.xml.XMLUtilTest - No active profile set, falling back to default profiles: default
10:50:19.958 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
10:50:19.989 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 21ms. Found 0 repository interfaces.
10:50:20.516 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
10:50:20.680 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
10:50:20.793 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
10:50:20.877 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.3.10.Final}
10:50:20.880 [main] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
10:50:21.073 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.4.Final}
10:50:21.323 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
10:50:21.542 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
10:50:21.935 [main] INFO  com.huishuo.hdata.xml.XMLUtilTest - Started XMLUtilTest in 2.8 seconds (JVM running for 4.002)
10:50:22.008 [Thread-2] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
10:50:22.010 [Thread-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
10:50:22.019 [Thread-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
